emotion,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
disgust,-427.22052,42.916523,-28.346382,8.868207,-13.915431,-12.239134,-23.824507,-11.739705,-0.28070563,-14.551638,-3.0508015,-3.3026702,-8.189458,0.33011305,0.35418677,0.32250157,0.32496035,0.35014424,0.41648218,0.41535535,0.34154427,0.32852653,0.36472055,0.48892078,0.47907686
disgust,-473.3253,45.17371,-24.040743,5.125776,-10.060151,-8.114557,-25.200901,-9.261589,1.1060346,-14.974659,-0.5729794,-8.023352,-4.321217,0.4485657,0.4080891,0.32088768,0.30824316,0.29851583,0.33154872,0.36816,0.38236147,0.32092446,0.34242132,0.4635207,0.5118092
disgust,-436.7543,43.95796,-27.20192,-2.9950507,-13.916565,-11.925636,-20.702017,-16.90785,1.3379571,-12.324258,-7.931222,-3.0001009,-7.800485,0.25989237,0.3470884,0.32588783,0.31088465,0.24917492,0.3559089,0.3765722,0.31255937,0.38164285,0.44722116,0.4287307,0.25263008
surprised,-536.9374,40.31658,-2.169995,10.793293,-4.4549828,-5.901064,-11.160313,-2.211243,-0.034914806,-8.0007,-2.9766932,-3.5411978,-2.229684,0.3702796,0.4015036,0.45108458,0.47517297,0.45710137,0.5676663,0.6165212,0.5841723,0.40188816,0.4012184,0.46638957,0.37639692
surprised,-552.3625,53.164574,1.4955359,8.972263,-1.9018931,-3.8217266,-11.986286,-7.132363,1.6225642,-3.1621628,-3.65007,1.748506,-2.324233,0.37897602,0.3717333,0.32359236,0.31944025,0.42278895,0.5154457,0.53214604,0.43376654,0.3998108,0.41665158,0.42258814,0.38808143
surprised,-475.85678,39.94691,-6.084453,1.0975146,-6.857632,-7.3212776,-11.564107,-8.190843,-1.354614,-10.583518,-7.444488,-2.8871489,-7.612833,0.4513041,0.45050278,0.42421147,0.42539892,0.41357756,0.50417954,0.5256357,0.5130059,0.4809037,0.43056917,0.45593536,0.412387
surprised,-558.3064,56.612106,4.6136556,8.518589,-4.2611322,-8.121367,-10.5108595,-4.4785295,-0.43279174,-8.814109,-3.4576123,-0.29379818,-6.453288,0.53402203,0.41897932,0.30851546,0.33768746,0.37606668,0.5292446,0.51567346,0.4122683,0.37292948,0.41871202,0.49711335,0.51079184
surprised,-466.5347,41.09324,-13.387175,3.9793272,-7.1512246,-6.3967752,-12.912844,-13.579995,-2.6160316,-5.5047026,-7.4849005,-0.44626456,-6.7271996,0.41909024,0.40347615,0.42250186,0.3920333,0.39245567,0.477201,0.5243515,0.45767692,0.46047848,0.42950717,0.4152696,0.42410642
surprised,-460.86462,31.037762,-14.1413355,2.7272584,-11.974451,-10.76588,-13.958483,-8.821391,-4.7027125,-10.412343,-7.1117167,-3.1148367,-7.351647,0.39149243,0.32815927,0.36182132,0.44968656,0.57760304,0.6545184,0.5928463,0.5053151,0.44981366,0.38407892,0.375643,0.41651446
surprised,-433.8321,33.03474,-11.492991,-3.1990936,-6.406368,-10.105481,-8.858948,-12.53511,-3.3328657,-10.306698,-10.642729,-5.444805,-8.26232,0.34192762,0.29108897,0.29651806,0.3503331,0.40967143,0.58769214,0.580484,0.5099631,0.39531386,0.3661016,0.38124505,0.3852764
surprised,-417.0486,37.08142,-10.457592,-1.3282934,-8.172964,-9.6029005,-12.546079,-12.092734,-1.3087463,-7.912106,-9.361459,-3.42955,-7.1043677,0.35847956,0.4645327,0.45199922,0.54004586,0.44500452,0.48679566,0.46694842,0.4248687,0.32586282,0.333781,0.36622554,0.31787252
neutral,-717.67584,61.743237,21.915865,21.166388,6.973252,8.439025,3.1780472,0.8562135,-0.28632656,5.2026644,2.1584914,0.9254401,2.4977002,0.5043312,0.52348626,0.48413017,0.49172068,0.55237836,0.5915671,0.53970206,0.5470551,0.5408205,0.55156857,0.5510865,0.5384997
neutral,-688.33685,63.238277,19.072153,18.218454,6.776482,8.756211,3.2048607,-1.5897472,-1.0306305,4.83215,0.23679242,-0.27977347,2.179145,0.55637085,0.55018574,0.5367386,0.49718818,0.44348377,0.41819248,0.4759578,0.48623115,0.42202318,0.42503405,0.51676345,0.58114463
neutral,-686.5837,56.0365,21.19786,20.427727,5.8066497,6.857334,1.1525462,-1.5924072,-0.7440523,4.018284,-1.7828149,0.69291663,-0.37863785,0.46863735,0.49107027,0.50698775,0.5510632,0.56531686,0.59165555,0.6084839,0.5317521,0.54676753,0.5714669,0.5795536,0.4743665
neutral,-690.108,67.33182,27.456654,25.447813,9.843899,8.578855,2.096873,-0.24818157,1.1668562,7.872207,-0.7992022,0.98255324,0.008735218,0.41841927,0.48417434,0.50382805,0.5336155,0.621622,0.6036496,0.5523869,0.5289814,0.5668051,0.5881001,0.5093713,0.39472717
calm,-727.0915,63.22877,23.019209,25.075554,13.037635,13.585065,5.240738,2.0861485,2.8495903,9.321501,0.036742553,0.08177748,2.206647,0.45435297,0.46823147,0.5439712,0.5562132,0.5617333,0.5925804,0.68738765,0.64706135,0.54772526,0.48194674,0.4691458,0.4337174
calm,-707.71405,72.59266,23.41332,28.093414,15.072644,12.842885,2.094813,1.4204127,0.6990022,7.743586,-0.9443411,0.43195206,0.7119185,0.32852188,0.34738463,0.37779054,0.4254737,0.49909323,0.60042316,0.66167855,0.7067656,0.53926826,0.40492433,0.37957165,0.372295
calm,-700.4567,62.580063,24.906261,20.920515,8.058102,10.086849,-2.8480268,0.10657801,0.73791826,7.503986,-0.7387756,0.04496205,-0.76056135,0.42572516,0.49594718,0.54279834,0.6205062,0.6031607,0.56750715,0.61340874,0.5893709,0.49341434,0.43224669,0.44470313,0.44661823
calm,-710.18097,61.419262,25.735147,21.846804,14.968394,10.399455,2.7772481,1.7906445,-0.7567055,11.546798,1.0118246,-0.53401756,-1.9215478,0.30291873,0.40073255,0.4636839,0.4627129,0.48717242,0.54622376,0.52604187,0.4987311,0.48011866,0.46925417,0.44338647,0.32316878
calm,-714.6609,68.75441,19.667122,23.39129,14.105485,8.803296,4.1844554,1.6332088,1.2746549,10.903212,1.280244,-0.48124853,1.7952508,0.38484463,0.4486098,0.48134223,0.55397713,0.63589853,0.6748922,0.55645615,0.48033604,0.4437904,0.4482797,0.48223266,0.41592124
calm,-731.48206,53.02114,19.784859,24.881266,12.719873,11.120791,4.385028,4.3288617,-1.3965324,9.33374,-1.3972044,0.67615294,0.73598564,0.5014465,0.45834202,0.46584046,0.5153519,0.5070027,0.5179403,0.53315187,0.63798344,0.67190295,0.6502635,0.6129063,0.5580137
calm,-713.602,61.296875,23.12917,24.036602,13.237123,9.819052,4.186647,2.592217,0.83685106,10.298421,0.8692272,0.7924758,0.68395275,0.37093952,0.3801111,0.45659468,0.4810203,0.5131886,0.5909817,0.6037501,0.54041195,0.5092563,0.50531745,0.50566494,0.44817492
calm,-709.4687,62.759068,20.705624,22.910246,11.46353,9.816363,2.5337875,1.5101473,0.2689866,12.26343,2.2110188,1.3880906,-0.5982565,0.4146898,0.36675283,0.38035858,0.4380516,0.5414218,0.55865484,0.55758005,0.49155003,0.47574234,0.51214004,0.5193902,0.4794598
happy,-655.0114,55.852604,9.783185,14.79726,5.842651,4.410305,-4.5052986,-1.9739563,-4.5908127,4.5423074,0.30579367,-0.9129644,2.238625,0.4172953,0.48742348,0.52853835,0.5999055,0.67468435,0.6542537,0.51964563,0.4376184,0.45431048,0.42774537,0.45250717,0.47543103
happy,-651.465,58.453644,12.694603,12.294457,8.803354,3.8024633,-0.5625665,-1.4478879,-2.0531013,5.4679675,-0.63252765,0.18464017,0.32989907,0.49656242,0.53240216,0.5272988,0.58130014,0.5648131,0.6326559,0.5870734,0.51726496,0.44762522,0.4499183,0.5497672,0.50745356
happy,-652.4688,51.995773,14.465606,11.810214,9.283952,2.934122,-2.6438525,-2.6097517,-3.2243607,5.29122,-0.2995572,2.7018538,-0.1288671,0.45567188,0.43403286,0.5093272,0.524207,0.43305,0.44190735,0.49128535,0.5095763,0.5496351,0.5978782,0.6396235,0.514091
happy,-642.1653,52.8286,14.870348,14.516708,4.767929,3.6406176,-1.7606285,-1.2316153,-5.0063553,3.7099771,-0.98735845,-1.5694808,-0.42985094,0.4809066,0.44068864,0.4231214,0.48628226,0.52745736,0.5633153,0.45868188,0.42550185,0.52385944,0.5662526,0.54762906,0.47686154
happy,-479.18137,47.42976,2.963433,5.248016,-1.3241972,1.2670559,-2.1867826,-5.7336936,-9.441174,3.7814813,-2.2548695,0.60909986,-3.5515757,0.3318447,0.39045325,0.37493277,0.40784782,0.46869877,0.46988094,0.4398816,0.394066,0.34292707,0.34980053,0.45538104,0.444483
happy,-473.84012,40.65468,0.39013824,8.211368,-1.743003,-0.053192932,-0.88437796,-3.2593966,-5.5001116,3.6062865,-1.2771525,0.7244205,-1.6038644,0.41947305,0.40188473,0.45689034,0.50929207,0.5467983,0.44978312,0.42564428,0.4685309,0.5388737,0.59927434,0.59673655,0.48644
happy,-492.20007,42.327675,-4.7756224,2.3577769,-5.815056,-1.284931,-5.636445,-8.900262,-11.724961,-1.0702969,-5.058316,-1.2180114,-7.3557973,0.42104882,0.46644175,0.44123536,0.4456858,0.5077611,0.5141385,0.41890863,0.5251257,0.46251968,0.39386916,0.48849538,0.42181996
happy,-511.58002,42.116734,3.2633812,3.2842615,-2.32195,-1.2946081,-5.98175,-3.853192,-10.349968,0.19659671,-3.1643653,-1.742524,-5.0500755,0.41229007,0.39086303,0.41071066,0.43740532,0.45602244,0.49425882,0.41836384,0.44913167,0.43855342,0.42289796,0.5184153,0.5180794
sad,-689.55695,54.213608,17.317915,21.992868,10.876545,7.216346,4.930768,0.31185064,-0.14646593,7.7729316,-0.83885723,1.0593387,-1.5977179,0.45786437,0.4542775,0.43155387,0.47176212,0.4773779,0.48511717,0.4563247,0.4587499,0.49760532,0.5569561,0.63755655,0.61769146
sad,-692.35345,61.671883,24.605701,25.578749,10.20085,8.910895,4.3756256,-0.009604117,-3.0086935,7.837858,2.208344,1.216501,0.2843582,0.4147046,0.4399612,0.47629613,0.47089309,0.49945948,0.5660275,0.58559155,0.6042937,0.64458346,0.5979828,0.48034728,0.38793963
sad,-686.6603,56.010204,24.03641,18.341227,5.1420636,7.7401366,0.77524036,0.77024275,-4.8262215,5.301879,-2.5255146,-1.8152422,-3.3827639,0.42845643,0.46648964,0.41954672,0.4360446,0.46129227,0.49828437,0.44780755,0.4354784,0.50428337,0.6236218,0.63764936,0.49712935
sad,-692.8301,57.892326,23.48534,18.704666,8.137654,8.931098,3.298147,-0.81437427,-1.4464928,5.4241066,-1.3379501,-0.4782873,-1.6543111,0.4263276,0.46821758,0.4439328,0.4583124,0.44985607,0.45376357,0.439389,0.48666948,0.6164687,0.6624489,0.56289035,0.49890074
sad,-593.24316,46.802658,6.270989,7.0386534,0.8015212,2.1566703,-4.4651933,-3.0832458,-8.251519,1.0870459,-2.614808,0.03303212,-1.8398459,0.4932136,0.52569056,0.53404385,0.5291018,0.5135595,0.5384372,0.52417177,0.5991411,0.5846155,0.56720346,0.4977652,0.49247107
sad,-530.3864,56.60191,4.4887524,11.714863,0.99643695,-1.4624825,-6.221412,-6.0603843,-9.386578,0.84561884,-4.3094625,-0.2739344,-4.8005304,0.40442201,0.31258452,0.3397502,0.43183994,0.56123996,0.6138363,0.41126043,0.39310306,0.47760764,0.473763,0.46254924,0.44336614
sad,-566.1399,44.560352,5.2124743,8.2332,-5.2826953,1.5721598,-7.1817183,-8.974915,-10.154529,-2.0660262,-2.1158893,-3.1999044,-2.8034594,0.43842906,0.46279266,0.5194592,0.5600264,0.54417914,0.5271622,0.4232947,0.41047305,0.40784857,0.41867977,0.4403766,0.5056336
sad,-527.8197,41.2179,8.409617,9.202403,-2.8760266,2.7253814,-8.244888,-7.1137824,-12.049477,-0.44087264,-4.0469737,-3.5962262,-3.2768724,0.48168412,0.47155058,0.46193942,0.51235473,0.53870815,0.56195444,0.4714729,0.43245715,0.38493308,0.43127728,0.5382771,0.5045712
angry,-529.7608,44.756737,4.936275,8.622213,-2.0561657,2.2230525,-0.78919274,-3.5452614,-4.987952,3.4575992,-2.9423628,-0.36245513,-0.9990667,0.48230588,0.47365528,0.48057225,0.57570237,0.5945855,0.6073587,0.5163393,0.4651929,0.48614267,0.47615668,0.530361,0.50166446
angry,-573.3686,47.896645,14.338893,9.652487,2.0103197,3.9361956,-0.42012662,-3.3773906,-4.883439,4.5772686,-2.794129,1.7463866,-2.1895974,0.4733859,0.4993826,0.49791324,0.515905,0.520087,0.5941086,0.52289295,0.42888328,0.46666396,0.5121304,0.5125031,0.4912663
angry,-524.1344,41.534035,3.6461678,4.436801,-2.9978712,2.8241227,-3.9682229,-5.0364304,-8.207677,2.5481806,-4.29651,-0.56519485,-2.2020872,0.407299,0.45281816,0.43951973,0.55712587,0.58760387,0.6151435,0.52992994,0.52183145,0.5225134,0.48152217,0.4197023,0.42617798
angry,-524.44745,45.4105,7.2523265,5.476992,-2.0452175,2.950864,-6.1967773,-4.122175,-9.531116,3.3350766,-5.7656684,-0.19520801,-3.1589737,0.42952412,0.4570814,0.46790543,0.50519776,0.52037454,0.52211094,0.5137884,0.5163166,0.4836938,0.49493307,0.47903755,0.46956336
angry,-435.73383,32.253593,0.2736581,4.669959,-7.8801103,-1.3794081,-1.704256,-2.3525567,-9.722323,1.730869,-3.127894,-0.8313867,-3.1657066,0.38290986,0.4519684,0.5176724,0.4649616,0.4697984,0.57518816,0.541704,0.5175652,0.4699132,0.4654865,0.47993356,0.39161637
angry,-362.96454,24.873354,-5.602764,-0.74149525,-13.1268215,-2.820094,-4.8372245,-4.4896765,-12.403132,1.4198539,-4.6391788,-1.0335118,-2.5169861,0.48192933,0.54779756,0.5836873,0.5356805,0.52145964,0.4351204,0.40086448,0.4280812,0.38406548,0.33104655,0.3844637,0.37303466
angry,-358.19534,35.71101,-1.5598723,5.75257,-14.11223,-1.8741615,-1.0958782,-3.6449845,-10.904665,2.0295794,-4.9312086,0.30003855,-3.0022511,0.4488175,0.5182486,0.48751977,0.53507596,0.4774381,0.47238868,0.4015745,0.42416832,0.5077765,0.49456596,0.5230565,0.5204391
angry,-342.47156,19.830416,-8.573756,-2.7547405,-15.591322,-0.44647002,-5.3013015,-4.181206,-13.585458,1.7881309,-6.1976843,-2.7983851,-3.819642,0.42635188,0.5864779,0.48505485,0.46150756,0.45529857,0.537847,0.43210834,0.41888216,0.36457515,0.2932788,0.2602282,0.32812122
fearful,-638.3435,56.13626,15.54167,14.280593,5.292481,7.69028,2.119565,-0.43970907,-2.8220139,8.1666355,-0.11662933,2.5290458,-2.1588159,0.48003432,0.59147674,0.58258355,0.64886844,0.6022209,0.4998214,0.45025763,0.4882969,0.5025338,0.4791667,0.5077454,0.47719717
fearful,-607.3203,54.794235,14.062668,10.56637,2.0271578,6.2407136,2.3328965,-1.7787727,-5.968344,3.9874356,-0.81419975,0.9432367,-2.4888885,0.48961362,0.431557,0.44077215,0.4970332,0.55801445,0.50328684,0.40270418,0.40015218,0.44481474,0.4477185,0.43871537,0.49168283
fearful,-600.97107,53.22722,8.73702,12.440039,3.215069,5.8312025,-7.8462152,-8.021465,-5.4257183,1.9901085,-3.095871,-0.45225203,-2.8923926,0.4438323,0.5560786,0.58342475,0.6258155,0.64611024,0.6026654,0.54166436,0.49028262,0.43001738,0.45347035,0.46825427,0.42004645
fearful,-597.788,53.01823,8.401667,10.72049,2.2383013,5.212059,-5.0373774,-4.5879035,-4.6070848,2.2801404,-2.5520213,-1.1662978,-0.7324064,0.50153065,0.52900714,0.51991713,0.54538655,0.5080803,0.57074237,0.45197296,0.3939811,0.4175627,0.4889468,0.5446657,0.48709357
fearful,-471.8119,37.028263,-6.323895,6.871734,-5.5031166,-1.0508158,-4.757358,-9.9718485,-9.734988,2.1994197,-1.9647753,-0.94444776,-5.3608103,0.31200403,0.36183092,0.38436738,0.46932295,0.65144044,0.5635576,0.34564567,0.32534778,0.41467488,0.5158018,0.43407232,0.37825364
fearful,-444.16565,32.441143,-5.7659135,6.438901,-2.6981046,-0.7976727,-2.896812,-6.5248394,-6.20029,2.342889,-5.114769,-3.0448754,-2.764455,0.47767347,0.5058975,0.44516736,0.43795848,0.4886664,0.5819484,0.4884266,0.4805631,0.52320623,0.42580545,0.49920487,0.46876496
fearful,-430.22534,28.637247,-10.17389,3.7169037,-7.7280693,-2.2065284,-7.547268,-11.717476,-9.418602,0.69568413,-3.8364372,-3.996907,-5.2314124,0.46838763,0.45625496,0.42579472,0.47445658,0.5081517,0.50810724,0.42197314,0.5063731,0.46974596,0.36473933,0.43300685,0.45323625
fearful,-418.0569,28.345272,-7.741806,-1.9233357,-5.7125306,0.66267616,-7.198464,-8.364862,-10.098948,2.105636,-3.8489156,-2.1185234,-4.565595,0.5029475,0.58629006,0.46099928,0.43206692,0.49845105,0.54085886,0.43690214,0.4788843,0.4482855,0.4011432,0.4231544,0.47798368
disgust,-619.5532,52.24075,14.531829,15.841634,0.33316675,6.9470105,-1.0550528,-3.2279875,-5.8996806,7.0701356,-3.1200428,-0.61681736,-0.688231,0.47217736,0.49561328,0.5465431,0.5861148,0.5645502,0.53226584,0.5100666,0.51995623,0.49609253,0.49223363,0.4755282,0.4119938
disgust,-595.3094,50.47434,10.177792,16.54188,-1.0808971,5.752046,-1.0937328,-4.346254,-4.5974693,4.154542,-3.2924323,0.041187473,-1.9890751,0.5499414,0.54099905,0.55436754,0.5719025,0.5927835,0.53840476,0.4861049,0.52280724,0.51596355,0.5145015,0.5212974,0.46378142
disgust,-622.15924,55.329533,14.770214,7.832141,0.7093236,5.697738,-2.001455,-0.13648535,-4.9930944,5.506504,-3.7191834,-0.7919926,-0.3661405,0.51632094,0.5320913,0.5718468,0.58526194,0.5439265,0.5254568,0.4590181,0.48224536,0.51877487,0.5239637,0.5180725,0.47974503
disgust,-588.743,60.349915,17.336521,7.1115327,-3.8145301,3.220005,-2.1600451,-3.8720286,-8.307258,3.8672996,-5.642672,-2.256008,-3.288759,0.48844004,0.5275784,0.49214825,0.5234127,0.5469086,0.55692524,0.4566386,0.4667691,0.5001079,0.49152783,0.5294396,0.50591177
disgust,-555.6764,47.32566,10.744152,14.836978,-0.4467972,5.6953287,-1.7232779,-4.8090467,-5.3039412,8.008174,-2.6898084,0.6351951,-0.35916775,0.4187613,0.51676625,0.5928162,0.6214279,0.5837819,0.55235904,0.4970748,0.4670995,0.46131998,0.5021833,0.55506533,0.47572112
disgust,-562.4614,52.669308,12.632055,16.999315,1.1799957,5.1951847,0.41639856,-4.668832,-2.7906682,6.9590464,-4.809674,-0.05600228,-0.6764872,0.4441222,0.56911117,0.60428727,0.5489032,0.50476044,0.51710373,0.511306,0.52963364,0.53880405,0.52804685,0.5457637,0.4779539
disgust,-580.68353,61.027752,14.525096,5.867219,-2.7423172,4.926545,-3.042219,-7.008951,-9.119957,4.8794537,-3.2878585,-2.1524282,-0.6423901,0.37477756,0.5186115,0.6131218,0.5990222,0.5561593,0.50395447,0.48858005,0.4435393,0.41797984,0.41181886,0.43626863,0.4253036
disgust,-528.63995,48.72896,10.025061,4.778599,-4.557687,1.7289432,-4.0036077,-4.9466786,-4.557101,3.1933672,-4.4511147,-4.4709487,-2.1607895,0.3887791,0.53400314,0.6177336,0.5516699,0.52608687,0.58968127,0.5424262,0.40441686,0.43364078,0.47474313,0.3880912,0.30771312
surprised,-659.08966,43.367645,10.856792,8.986197,3.8868325,4.913299,-1.285903,-2.1167262,-2.914407,5.728388,-0.18783313,-0.21046789,1.0391606,0.4339652,0.48023593,0.54125065,0.6103099,0.6522548,0.6586027,0.5746051,0.5389877,0.50203556,0.52315766,0.5402232,0.503745
surprised,-618.3729,42.46291,5.6668086,2.549725,0.5367076,0.35532457,-3.9602506,-2.6831405,-6.0807786,1.332167,-2.6822324,-3.267281,-0.43138775,0.4819508,0.5195486,0.5115002,0.5737597,0.5803322,0.5716293,0.4833463,0.42941466,0.45665434,0.528315,0.6280184,0.5121769
surprised,-565.29333,41.745907,7.4685707,7.4111934,-0.07873477,3.4636059,-0.029657789,-5.22695,-6.2667885,3.7636347,-2.9085488,-1.2124333,-2.8196497,0.37243962,0.40079093,0.4417768,0.4797833,0.5567844,0.5724801,0.5028459,0.525515,0.5759461,0.62053156,0.58283687,0.42463702
surprised,-562.70874,43.547806,-0.86343324,3.762325,0.91861963,2.3160605,-8.077209,-12.911073,-6.994014,3.7987268,-3.8072755,-1.3986152,-3.9842067,0.37541327,0.49291852,0.5037064,0.52423495,0.5382445,0.52136385,0.43664423,0.44273674,0.49732074,0.5439267,0.46769834,0.40862364
surprised,-582.3301,35.862312,3.3780572,6.984547,0.04252839,1.0872053,-3.6377242,-4.281376,-4.8521595,2.2507858,-1.5348996,-3.3168106,-2.1670382,0.37830505,0.47048557,0.5467226,0.62400335,0.5797879,0.6095546,0.48826852,0.40769747,0.38867426,0.42043367,0.51559484,0.4801868
surprised,-492.96533,31.733162,2.0896332,2.1024344,-3.3807745,-0.31951156,-2.560387,-4.8806763,-7.3013997,3.8366878,-5.018826,-3.679676,-4.1250696,0.5083037,0.4856829,0.4314743,0.48132768,0.5666482,0.5510917,0.44669488,0.42594862,0.46306103,0.45281973,0.550588,0.52601916
surprised,-533.6899,33.50016,3.0706615,2.8011076,-0.31504163,-0.53201884,-4.0722528,-6.401165,-7.4333706,3.0261424,-3.5566695,-3.2100594,-1.5546747,0.46013585,0.46635115,0.45795515,0.53926724,0.5760322,0.62057877,0.57037634,0.47279635,0.43596205,0.51527643,0.5509763,0.5171732
surprised,-522.6525,26.54222,5.7164207,3.0476017,-1.6772732,-1.8724651,-2.7552006,-6.5416627,-6.143144,2.3783605,-6.236075,-3.2900212,-1.292363,0.61094123,0.6084711,0.47300753,0.45578662,0.5095495,0.5249166,0.5196875,0.51692605,0.52585465,0.50562894,0.5616657,0.56805104
neutral,-671.61743,53.924885,-2.6705275,11.843281,-6.24336,-2.1648934,-8.2053385,-13.068316,-6.448909,-6.097054,-5.2981825,-7.947611,-2.125913,0.39835668,0.38063768,0.37111524,0.3747703,0.40679204,0.46286696,0.4818218,0.5791911,0.5427815,0.4930019,0.50878924,0.41820133
neutral,-679.1837,51.406338,-3.4462028,12.844465,-4.6804814,-1.7194911,-7.796886,-11.107495,-2.5168328,-5.179422,-6.6072984,-5.696911,-1.9808617,0.47674367,0.4348816,0.3854516,0.4238903,0.5241862,0.5132219,0.514152,0.55970365,0.56225526,0.48546168,0.46579266,0.43776935
neutral,-654.4151,53.368435,-4.5712805,11.4714775,-1.1726108,-6.2954183,-13.610131,-13.728305,-2.2621224,-6.2107353,-5.2030478,-7.8985553,-2.3357491,0.3621837,0.3302688,0.3133806,0.31412387,0.4105127,0.540357,0.46106756,0.39477432,0.40341043,0.49817166,0.4893311,0.3681926
neutral,-668.37463,50.137928,0.017342033,8.107462,-2.093308,-1.6944865,-11.090559,-8.203695,-0.94793826,-7.467709,-4.3939815,-6.8265595,-2.1590261,0.36853713,0.3555258,0.34061694,0.41352245,0.51036143,0.58835626,0.5551126,0.48691738,0.5159157,0.46674803,0.43499643,0.39201772
calm,-648.5977,53.11885,-3.4520266,9.738921,-4.6553855,-1.2768232,-6.9486957,-9.258738,-5.462484,-6.301647,-2.9603727,-8.332235,-1.7346956,0.42663133,0.40526873,0.3690466,0.386469,0.4875742,0.47573102,0.485142,0.52268654,0.47400874,0.45377558,0.45265538,0.46345848
calm,-651.7505,62.39102,-3.8691201,12.755567,-2.8348584,1.5185564,-10.833032,-8.15979,-6.9466467,-4.042781,-2.663131,-10.607104,-1.1642118,0.42309466,0.4659034,0.38502324,0.43118978,0.4844356,0.4776731,0.5151256,0.50089276,0.44251135,0.46397167,0.44767466,0.42780665
calm,-658.1588,45.571697,-6.232176,8.82271,-3.82131,-5.773706,-12.462383,-12.202356,-7.538239,-7.4196506,-6.1286125,-10.233873,-2.3034837,0.36716118,0.39570794,0.40088946,0.42004907,0.416381,0.43178937,0.41324735,0.5458831,0.5891098,0.5785958,0.55118734,0.41446346
calm,-663.22845,45.921703,-3.7027078,10.732632,-3.587811,-4.624822,-13.412123,-11.625922,-6.5012574,-7.480327,-5.907559,-10.944328,-1.8564562,0.40516248,0.3383035,0.34209388,0.3795189,0.37614784,0.42079398,0.46518695,0.5497819,0.45532218,0.37723112,0.49242765,0.46812633
calm,-662.35425,47.322716,-4.766338,10.225512,-4.824721,-2.8894246,-8.086138,-9.656744,-9.399715,-6.627862,-4.827835,-9.933779,-2.2037945,0.3488077,0.30006978,0.33959576,0.40037268,0.46753705,0.5439731,0.48307595,0.4914771,0.53221947,0.5311127,0.4855082,0.39504865
calm,-660.0201,57.71532,1.845396,16.034037,-1.6156323,-0.23119076,-5.2838182,-9.485084,-4.740187,-4.4262457,-3.9757364,-7.9113145,-1.6924231,0.41148332,0.40568876,0.40614855,0.44986257,0.49117148,0.44890672,0.4143462,0.48565283,0.4711551,0.5015004,0.4808011,0.40893006
calm,-664.18066,48.792717,-1.5887034,6.6115365,-4.5526433,-3.5499172,-13.224207,-8.777666,-9.485053,-6.0225253,-3.4323945,-11.9445715,-1.4290943,0.3771374,0.39788875,0.4160812,0.44889215,0.44075,0.39480102,0.3545759,0.42879787,0.39157522,0.40404785,0.47788736,0.39353234
calm,-663.4891,48.03593,-1.075653,5.6950054,-5.988344,-3.6086626,-12.71298,-9.737559,-9.017936,-8.954863,-4.172339,-11.324359,-2.9785132,0.39126286,0.35082904,0.38216436,0.42868552,0.44869152,0.45268103,0.40129226,0.38032034,0.37043422,0.4277368,0.52045006,0.5005513
happy,-588.1089,46.2573,-21.611341,12.268475,-11.383695,-3.9612648,-12.477968,-11.145016,-1.4911921,-5.2923007,-2.7819605,-9.842973,-2.370857,0.39891866,0.36389935,0.47609147,0.5853965,0.47591865,0.48344266,0.4580267,0.49400577,0.4884941,0.47473502,0.41900727,0.41217038
happy,-583.1513,51.407078,-17.036606,12.419307,-8.30522,-4.0576115,-8.843415,-11.583142,-0.7743007,-3.4108944,-0.23931783,-7.2775555,-2.2808502,0.3873377,0.38161266,0.41300616,0.5549531,0.53024435,0.5047607,0.51478744,0.44435263,0.37230414,0.3688521,0.4151791,0.39414686
happy,-582.12445,38.80771,-15.664639,9.639017,-12.205538,-7.6039586,-18.81474,-14.506105,-7.373636,-8.287669,-4.528652,-13.36384,-4.1375318,0.4091413,0.5117997,0.5068929,0.45396706,0.44327372,0.4819689,0.39067563,0.42692888,0.48160833,0.5021151,0.49897006,0.38648123
happy,-574.64624,43.118317,-18.818369,11.432166,-11.40484,-9.955988,-17.016172,-15.325583,-3.500774,-8.997366,-2.776075,-11.566152,-3.5135303,0.38901103,0.4120016,0.3706409,0.3783389,0.38565198,0.45613483,0.47423023,0.4429474,0.35565138,0.4089334,0.5312418,0.44570616
happy,-461.82635,29.888948,-23.934141,7.588186,-11.537472,-6.6373353,-3.931774,-8.010103,1.4384079,-1.7910259,0.39325783,-3.7027912,1.6691686,0.54199344,0.45582435,0.47962746,0.52230746,0.5336743,0.57598203,0.6443375,0.6682389,0.58299863,0.5397805,0.48069966,0.48798117
happy,-470.04614,30.375875,-21.059511,9.5878935,-8.888365,-6.5092435,-2.6661239,-8.140864,1.9484677,-2.1429598,1.6035073,-3.8958752,-1.813619,0.40473235,0.40646705,0.4747254,0.5244694,0.51396936,0.56267494,0.5771705,0.5463793,0.569619,0.5114837,0.44250917,0.41259426
